"","species","avgbrood","avgsire","pmult","mean.q","sd.q","q2.5","q97.5","mean.nsires","sd.nsires","nsires2.5","nsires97.5","mean.nmates","sd.nmates","nmates2.5","nmates97.5","mean.estM","sd.estM","estM2.5","estM97.5","mean.est.pmult","sd.est.pmult","est.pmult2.5","est.pmult97.5","mean.avgR","sd.avgR","avgR2.5","avgR97.5","mean.avgM","sd.avgM","avgM2.5","avgM97.5","pred_pmult","pred_pmult_lcl","pred_pmult_ucl","resid_pmult","resid_pmult_lcl","resid_pmult_ucl"
"25","Willow warbler, Phylloscopus trochilus",6.31578947368421,1,0,0.264076259004231,0.0129676256648013,0.239026240192927,0.290111541177923,1.63157894736842,0.859040468720287,1,4,7.18612263157895,5.17961117844709,2,21,6.19341874082378,3.27915303179701,3.48702789322664,14.9118846715239,0.787690783823965,0.00256393358754854,0.785498641265998,0.794894421622003,1.94946406204579,0.0591752129252588,1.83685204179652,2.07003646674886,3.79596632502102,0.187445233981308,3.4469500799903,4.18364108975206,0.800278593838549,0.789552924871189,0.81494987718146,0.800278593838549,0.789552924871189,0.81494987718146
"26","Wood warbler, Phylloscopus sibilatrix",4.30769230769231,1,0,0.449898939520648,0.0154802040184561,0.419266153723457,0.480365556576414,1.45,0.664266616570985,1,3,4.4049375,2.55409355929934,2,11,3.22677611227369,1.48330926092832,2.09533641406709,6.85639141587215,0.758942053951115,0.0374236798704002,0.691337218334238,0.807960363752916,1.6943482832067,0.405712850169388,1.26937157208405,2.18402424508374,2.59625664205929,0.381806010632239,2.10277903397052,3.14156281670231,0.764221857626279,0.75661012447299,0.774198026059085,0.764221857626279,0.75661012447299,0.774198026059085
"27","Wood warbler, Phylloscopus sibilatrix",2,1.33333333333333,0.333333333333333,0.449898939520648,0.0154802040184561,0.419266153723457,0.480365556576414,1.45,0.664266616570985,1,3,4.4049375,2.55409355929934,2,11,3.22677611227369,1.48330926092832,2.09533641406709,6.85639141587215,0.758942053951115,0.0374236798704002,0.691337218334238,0.807960363752916,1.6943482832067,0.405712850169388,1.26937157208405,2.18402424508374,2.59625664205929,0.381806010632239,2.10277903397052,3.14156281670231,0.632490619625679,0.616198411614544,0.656746068245018,0.299157286292346,0.282865078281211,0.323412734911685
"28","Common loon, Gavia immer",1.23404255319149,1,0,0.685166211361136,0.0159726052996156,0.653424464054878,0.715873486331463,1.24042553191489,0.483409738240532,1,3,2.98583361702128,1.36534203010052,2,7,1.81138770155019,0.707383109934966,1.40031383637547,4.18378478691912,0.467916668278991,0.0190744933404513,0.433740328864642,0.508200814310045,1.11290887026109,0.00391493618485746,1.10527911379998,1.12058599481571,1.46029540262194,0.0341470509529141,1.39689486912757,1.53039877601117,0.508165695741048,0.464329455952229,0.566873553503933,0.508165695741048,0.464329455952229,0.566873553503933
"29","Black vulture, Coragyps atratus",2.25,1,0,0.536553735226522,0.024624741267514,0.488367794710462,0.584844539546111,1.36875,0.648285199716189,1,3,3.75184375,2.08717271644375,2,9,2.55640763442183,1.21782088496756,1.7218242943744,5.7050429480208,0.656494305896489,0.00632899960401105,0.650888712646445,0.673668371542979,1.46776017549277,0.0295888522227708,1.41126563385966,1.52718365706252,1.86769507537668,0.0862289021551286,1.70985609428647,2.04763706991559,0.661156254484724,0.649314077401397,0.679423497112013,0.661156254484724,0.649314077401397,0.679423497112013
"30","Eastern screech-owl, Megascops asio",3.47826086956522,1,0,0.403614631353805,0.01689868373602,0.370876560523775,0.437061548612535,1.44347826086957,0.69396549704395,1,3,4.71669608695652,2.91778168917048,2,12,3.5826703006469,1.73048617562964,2.30518986609058,7.76299938844585,0.732374362989434,0.00210512010265072,0.73092626301964,0.738336833130004,1.68304659736647,0.0375449474579173,1.61150693917272,1.75855202271751,2.48197038900237,0.104321452990031,2.2880072684903,2.69631491039937,0.735507897524878,0.727689987201046,0.746593806973197,0.735507897524878,0.727689987201046,0.746593806973197
"31","Flammulated owl, Otus flammeolus",2.17647058823529,1,0,0.549258085951578,0.0236998569112977,0.502634697581754,0.595482829152673,1.44117647058824,0.668236526282546,1,3,3.86986470588235,2.08882158335578,2,9,2.62877202018223,1.22535998679848,1.69165635245003,5.70969742363616,0.647833080175124,0.00607811428143342,0.64227613430934,0.664255410515806,1.45212947010835,0.027054959018931,1.40016835637709,1.50612403707729,1.82404589155502,0.0791416224421898,1.67930954719018,1.98951645166569,0.653260598710277,0.640275888057451,0.673090442454671,0.653260598710277,0.640275888057451,0.673090442454671
"32","Little owl, Athene noctua",3.3125,1,0,0.394214579928695,0.0210035757288143,0.354210911595278,0.436201709234083,1.34375,0.652369683148579,1,3,4.517654375,2.87945259642747,2,12,3.41839043990884,1.67197555114425,2.30543994116506,7.97086850558498,0.730990432320649,0.00695169790570423,0.724288373786918,0.749169416910461,1.612895671828,0.042513909579871,1.5336019432093,1.69956288197095,2.54391846690891,0.136077462624479,2.29251738120276,2.82317672701079,0.728529277721647,0.720725265415054,0.740168168801132,0.728529277721647,0.720725265415054,0.740168168801132
"33","Long-eared owl, Asio otus",4.91666666666667,1,0,0.304187244234516,0.0191612994703595,0.266365343815915,0.342108238764266,1.44166666666667,0.692770492658298,1,3,5.80389083333333,3.99108322414318,2,16,4.75838697015068,2.31107790185245,2.9486890715461,10.454942112753,0.76999705325037,0.00380053415105489,0.767467323163028,0.78111682717864,1.79871274791176,0.0641038080408239,1.67488237952407,1.92810049176304,3.30061523941087,0.209881454594172,2.92305149919373,3.75424214773727,0.779293466108738,0.770868155616066,0.790538730367153,0.779293466108738,0.770868155616066,0.790538730367153
"34","Burrowing parakeet, Cyanoliseus patagonus",3.38775510204082,1,0,0.391237692166341,0.0120206765379849,0.367916214827953,0.414709770582128,1.35510204081633,0.599680664782149,1,3,4.56852510204081,2.80581760769621,2,12,3.46690573675944,1.53866510658548,2.42357176775763,7.72130082444289,0.731521948004629,0.00322778967571668,0.727506909751114,0.739485164487017,1.62869316210733,0.0251317573604453,1.58050426305025,1.67832839191204,2.55840935393392,0.0787964818714927,2.41132490946443,2.71801013313208,0.731759401543431,0.723953074076447,0.743131786468508,0.731759401543431,0.723953074076447,0.743131786468508
