"","species","avgbrood","avgsire","pmult","mean.q","sd.q","q2.5","q97.5","mean.nsires","sd.nsires","nsires2.5","nsires97.5","mean.nmates","sd.nmates","nmates2.5","nmates97.5","mean.estM","sd.estM","estM2.5","estM97.5","mean.est.pmult","sd.est.pmult","est.pmult2.5","est.pmult97.5","mean.avgR","sd.avgR","avgR2.5","avgR97.5","mean.avgM","sd.avgM","avgM2.5","avgM97.5","pred_pmult","pred_pmult_lcl","pred_pmult_ucl","resid_pmult","resid_pmult_lcl","resid_pmult_ucl"
"1","Apodemus_agrarius",6.5,1.8,0.636,0.306187622811763,0.00850254872693079,0.289646982529414,0.322800609070689,2.02727272727273,1.06565477186854,1,4.02499999944121,7.70294045454545,5.08745235936081,2,21,6.62612509218021,3.48929415932558,3.13222371125515,14.4104354694232,0.808793626846084,0.00502798322261121,0.799579528528327,0.819094599246491,2.1943283636883,0.0430345021204296,2.11133922553101,2.2790963586311,5.88328595628557,0.163543655648075,5.57619765975378,6.21446142571148,0.835947869637519,0.822019903398629,0.852102912092774,0.199947869637519,0.186019903398629,0.216102912092774
"2","Apodemus_flavicollis",5,1.5,0.514,0.358946720713792,0.0113109176759874,0.336267164756462,0.38121245286876,1.84571428571429,0.925308685247705,1,4,6.31582371428571,3.94475595465789,2,16,5.14714992353372,2.58682214644758,2.65524664409551,11.3308266382955,0.781879363255321,0.00487489491817408,0.773305382899269,0.792441588377013,2.01293345770523,0.0418633471191764,1.92994124997704,2.09623477827464,4.18305527841363,0.132232909676854,3.93481374703947,4.46073883276367,0.800252542274204,0.787804930161499,0.817132310446952,0.286252542274204,0.273804930161499,0.303132310446952
"3","Apodemus_sylvaticus",4.7,1.7,0.643,0.405922936606656,0.0133297585579957,0.379503568916257,0.431884480773481,1.95,1.04077599538838,1,4,6.07287107142857,3.71747890180901,2,16,4.80906945114918,2.57303787780397,2.34577124789932,10.3802060485181,0.790895226753983,0.00730418123160328,0.777408458804507,0.805973933238359,2.08890191214996,0.0477102711772267,1.99546306294446,2.18292759474512,4.19252208561724,0.138262320864361,3.93623775762375,4.47953626641765,0.78929093921716,0.777825689642001,0.805821740725883,0.14629093921716,0.134825689642001,0.162821740725883
"4","Apodemus_uralensis",5,1.4,0.435,0.337240869242456,0.00994518987063401,0.318077208416664,0.356783697153568,1.69565217391304,0.858957125680751,1,4,6.14535260869565,4.00232601030413,2,16,5.03239659146582,2.55467809857337,2.82582105498311,11.8399052530132,0.773964782106338,0.00288585060710825,0.769572804525262,0.780588705630998,1.93368381175947,0.0357512934423919,1.86546928259536,2.0046268318421,4.15495308321024,0.122788404362362,3.92394610892125,4.40144707937299,0.800252542274204,0.787804930161499,0.817132310446952,0.365252542274204,0.352804930161499,0.382132310446952
"5","Mastomys_natalensis",9.9,1.9,0.67,0.219404856315217,0.00693239416974888,0.206169269661459,0.233387029151037,2.17777777777778,1.20947919060944,1,5,10.7938480555556,7.88806549609502,2,31,9.9357585128396,5.52974467984193,4.3543294483394,23.4218320459686,0.832204896840098,0.00551893916811693,0.822128201120601,0.843756460061017,2.37707127480838,0.0554234631692491,2.27214512156389,2.48978430231863,8.66844237599781,0.274133140091057,8.14098369963285,9.21572843230176,0.812717246292932,0.807107359519013,0.822732303902049,0.142717246292932,0.137107359519013,0.152732303902049
"6","Mus_musculus",4.1,1.4,0.336,0.343119306597097,0.00284685588752411,0.337545532769351,0.348706952163077,1.67093425605536,0.863536326866473,1,4,5.98375790657439,3.9152501508011,2,16,4.87016981754749,2.5173075425668,2.87443097250891,11.6446391054615,0.774888865840123,0.0229700726984268,0.7511778960248,0.80040859481934,1.91791125167043,0.205640345641635,1.69999772027546,2.1434924577016,3.78903044202235,0.293172112144271,3.45004667674344,4.13695171728134,0.768566127818094,0.758691566036185,0.784317636477962,0.432566127818094,0.422691566036185,0.448317636477962
"7","Mus_musculus",5.6,1.2,0.203,0.343119306597097,0.00284685588752411,0.337545532769351,0.348706952163077,1.67093425605536,0.863536326866473,1,4,5.98375790657439,3.9152501508011,2,16,4.87016981754749,2.5173075425668,2.87443097250891,11.6446391054615,0.774888865840123,0.0229700726984268,0.7511778960248,0.80040859481934,1.91791125167043,0.205640345641635,1.69999772027546,2.1434924577016,3.78903044202235,0.293172112144271,3.45004667674344,4.13695171728134,0.818161195675969,0.804318399684453,0.835101265502934,0.615161195675969,0.601318399684452,0.632101265502934
"8","Peromyscus_crinitus",3.8,1.2,0.2,0.379872761067066,0.0240576189755363,0.333128825349045,0.42770395389675,1.53,0.741013190908604,1,3,5.174758,3.25914778177982,2,14,4.04394690099384,1.97947128083078,2.36889643062617,8.50884323744937,0.744558420008712,0.00392592698479721,0.74191030495561,0.755929276908105,1.7250128919181,0.059881700817732,1.61150285712438,1.84677450037675,3.17172305960301,0.202507248233257,2.80567899746763,3.60221004222144,0.759569011903025,0.750013267453916,0.775047374926433,0.559569011903025,0.550013267453916,0.575047374926433
"9","Neotoma_macrotis",2.2,1.2,0.2,0.545697889876643,0.0195930120681509,0.506883296738114,0.584152934966363,1.36,0.618385117026644,1,3,3.6901724,1.9971213417506,2,9,2.49544767007199,1.13896403363256,1.7208205920651,5.58683479718407,0.649876152006464,0.00472850065081171,0.645123234932757,0.6624586942095,1.45772766431032,0.0227496192888661,1.41354295060005,1.50325152120979,2.20186559123999,0.0793923500982218,2.05425656235558,2.3674088448444,0.64922246431225,0.642652381109434,0.66159559382139,0.44922246431225,0.442652381109434,0.46159559382139
"10","Myodes_rufocanus",4.3,1.2,0.233,0.358417896088959,0.00494461341802303,0.348842802783318,0.368141415842232,1.56093023255814,0.784595348554824,1,4,5.47225813953489,3.53264488731263,2,15,4.35588570822812,2.19050197888589,2.72555058522805,11.0016409891512,0.755925144192231,0.000523212320124224,0.755252853826317,0.757207699086692,1.80963432068794,0.0145220711592828,1.78164912171527,1.83833062386109,3.34868448367954,0.0462145009667307,3.25961695254962,3.43994484171127,0.774040043491526,0.763902312411695,0.789928259894643,0.541040043491526,0.530902312411695,0.556928259894643
